title	maxNodes	timesteps	depthCategory	sizeVarianceCategory	sizeChangeCategory	dataChangeCategory
wb-SL.FAM.WORK.ZS	187	27	2 or 3 levels	High variance	Regular size change	Low data change
wb-SM.POP.REFG	171	27	2 or 3 levels	High variance	Regular size change	Low data change
wb-SM.POP.TOTL	212	12	2 or 3 levels	High variance	Regular size change	Low data change
wb-SP.RUR.TOTL.ZG	208	58	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.ARVL	199	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.RCPT.CD	192	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.RCPT.XP.ZS	181	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.TVLR.CD	185	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.TVLX.CD	185	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-ST.INT.XPND.CD	188	22	2 or 3 levels	High variance	Regular size change	Low data change
wb-TM.VAL.MRCH.CD.WT	200	57	2 or 3 levels	High variance	Regular size change	Low data change
wb-TM.VAL.MRCH.WL.CD	205	57	2 or 3 levels	High variance	Regular size change	Low data change
wb-TX.VAL.MRCH.CD.WT	200	57	2 or 3 levels	High variance	Regular size change	Low data change
wb-TX.VAL.MRCH.WL.CD	205	57	2 or 3 levels	High variance	Regular size change	Low data change
wb-DT.DOD.PBND.CD	69	47	2 or 3 levels	High variance	Regular size change	Regular data change
wb-DT.DOD.PCBK.CD	91	47	2 or 3 levels	High variance	Regular size change	Regular data change
wb-FB.ATM.TOTL.P5	182	13	2 or 3 levels	High variance	Regular size change	Regular data change
wb-FB.CBK.BRWR.P3	96	13	2 or 3 levels	High variance	Regular size change	Regular data change
wb-FB.CBK.DPTR.P3	126	13	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.NFN.TOTL.CN	142	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.REV.GOTR.ZS	131	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.REV.XGRT.CN	145	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.TAX.IMPT.CN	116	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.TAX.IMPT.ZS	116	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.TAX.TOTL.CN	145	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.XPN.COMP.CN	141	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.XPN.GSRV.CN	141	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.XPN.INTP.CN	140	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.XPN.INTP.RV.ZS	140	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-GC.XPN.TOTL.CN	142	46	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IC.CRD.PUBL.ZS	93	14	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IP.TMK.NRCT	133	13	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IP.TMK.NRES	140	57	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IP.TMK.RESD	128	57	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IP.TMK.RSCT	116	13	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IP.TMK.TOTL	143	57	2 or 3 levels	High variance	Regular size change	Regular data change
wb-IS.RRS.GOOD.MT.K6	89	37	2 or 3 levels	High variance	Regular size change	Regular data change
wb-NY.ADJ.DFOR.GN.ZS	84	47	2 or 3 levels	High variance	Regular size change	Regular data change
wb-SL.TLF.PART.MA.ZS	89	35	2 or 3 levels	High variance	Regular size change	Regular data change
wb-ST.INT.DPRT	104	22	2 or 3 levels	High variance	Regular size change	Regular data change
wb-ST.INT.TRNR.CD	141	22	2 or 3 levels	High variance	Regular size change	Regular data change
wb-ST.INT.TRNX.CD	153	22	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TM.VAL.MRCH.R3.ZS	203	57	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TX.VAL.AGRI.ZS.UN	166	56	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TX.VAL.FUEL.ZS.UN	156	56	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TX.VAL.ICTG.ZS.UN	159	17	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TX.VAL.MMTL.ZS.UN	163	56	2 or 3 levels	High variance	Regular size change	Regular data change
wb-TX.VAL.TECH.CD	161	29	2 or 3 levels	High variance	Regular size change	Regular data change
wb-VC.IHR.PSRC.P5	190	21	2 or 3 levels	High variance	Regular size change	Regular data change
gh-darknet-m	126	50	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-00stonow	5338	188	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-2krand	792	230	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-4plusgenres	1365	230	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-60sto80s	2509	230	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-90s	2560	231	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-action	1773	230	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-monthly-mean-release-documentaries	574	229	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-mean-release-00stonow	7663	17	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-mean-release-60sto80s	4051	21	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-mean-release-90s	3400	21	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-mean-release-documentaries	1236	20	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-std-release-00stonow	5759	17	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-std-release-60sto80s	3298	21	2 or 3 levels	High variance	Regular size change	Spiky data change
tmbd-yearly-std-release-90s	2927	21	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BG.GSR.NFSV.GD.ZS	181	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.CMCP.ZS	181	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.FCTY.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.GNFS.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.INSF.ZS	179	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.MRCH.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.NFSV.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.ROYL.CD	151	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.TOTL.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.TRAN.ZS	181	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.GSR.TRVL.ZS	182	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.TRF.PRVT.CD	178	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BM.TRF.PWKR.CD.DT	177	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BN.GSR.FCTY.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BN.TRF.CURR.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.CCIS.CD	173	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.CCIS.ZS	173	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.CMCP.ZS	182	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.FCTY.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.GNFS.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.MRCH.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.NFSV.CD	185	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.TRAN.ZS	180	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.GSR.TRVL.ZS	181	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.TRF.CURR.CD	183	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.TRF.PWKR.CD	152	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.TRF.PWKR.CD.DT	184	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-BX.TRF.PWKR.DT.GD.ZS	178	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-CM.MKT.LCAP.CD	78	43	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-CM.MKT.LCAP.GD.ZS	77	43	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-CM.MKT.LDOM.NO	90	43	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-CM.MKT.TRAD.CD	83	43	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DC.DAC.AUSL.CD	133	52	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DC.ODA.TLDC.CD	31	57	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DC.ODA.TLDC.GN.ZS	31	57	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.AMT.MIDA.CD	91	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.CUR.DMAK.ZS	101	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.CUR.FFRC.ZS	102	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.CUR.JYEN.ZS	98	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.CUR.SDRW.ZS	108	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.DOD.DECT.EX.ZS	115	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.DOD.DSTC.CD	119	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.INT.MIDA.CD	96	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-DT.TDS.MIDA.CD	96	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.COAL.ZS	78	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.FOSL.ZS	141	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.HYRO.ZS	120	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.NGAS.ZS	104	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.NUCL.ZS	30	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.PETR.ZS	133	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.RNWX.KH	106	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.ELC.RNWX.ZS	106	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.IMP.CONS.ZS	142	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EG.USE.COMM.CL.ZS	131	56	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EN.ATM.CO2E.EG.ZS	169	55	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EN.ATM.NOXE.AG.KT.CE	197	40	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EN.CO2.BLDG.ZS	139	55	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-EN.CO2.OTHX.ZS	127	55	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-FB.BNK.CAPA.ZS	119	18	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-FI.RES.TOTL.MO	165	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-FS.AST.DOMO.GD.ZS	152	18	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GB.XPD.RSDV.GD.ZS	96	20	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.DOD.TOTL.GD.ZS	63	31	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.TAX.GSRV.CN	140	46	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.TAX.INTT.CN	125	46	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.TAX.INTT.RV.ZS	125	46	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.TAX.OTHR.CN	126	46	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.TAX.YPKG.CN	140	46	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-GC.XPN.TRFT.CN	138	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IP.IDS.NRCT	126	37	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IP.IDS.RSCT	111	37	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IP.PAT.NRES	121	57	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IP.PAT.RESD	113	57	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IS.SHP.GOOD.TU	129	17	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IT.CEL.SETS	207	45	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IT.CEL.SETS.P2	207	45	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IT.NET.BBND	201	19	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-IT.NET.BBND.P2	201	19	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-MS.MIL.TOTL.P1	170	29	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-MS.MIL.TOTL.TF.ZS	168	27	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-MS.MIL.XPRT.KD	51	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.CON.PRVT.CD	181	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.CON.TOTL.CD	177	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.DAB.DEFL.ZS	159	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.GDI.FPRV.CN	98	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.GDI.FPRV.ZS	98	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.GDI.FTOT.KN	160	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NE.GDI.TOTL.KD	174	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.AGR.TOTL.CD	189	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.AGR.TOTL.CN	190	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.IND.MANF.CD	183	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.IND.MANF.CN	184	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.IND.TOTL.CD	191	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NV.IND.TOTL.CN	192	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.ADJ.ICTR.GN.ZS	162	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.ADJ.NNAT.CD	162	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.ADJ.NNTY.CD	175	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.ADJ.NNTY.PC.CD	175	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.ADJ.SVNX.CD	151	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GDP.FCST.CD	173	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GDP.FCST.CN	174	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GDP.NGAS.RT.ZS	99	47	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GDS.TOTL.CD	177	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GNS.ICTR.CD	163	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GNS.ICTR.CN	163	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GNS.ICTR.GN.ZS	163	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.GNS.ICTR.ZS	163	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.TAX.NIND.CD	174	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.TAX.NIND.CN	174	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.TRF.NCTR.CD	182	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-NY.TRF.NCTR.CN	182	58	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-PA.NUS.FCRF	193	57	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRE.ENRR.MA	147	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.PRIV.ZS	160	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.REPT.FE.ZS	133	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.REPT.ZS	135	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER	136	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER.FE	122	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER.FE.ZS	122	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER.MA	122	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER.MA.ZS	122	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.PRM.UNER.ZS	136	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.SEC.CMPT.LO.FE.ZS	126	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.SEC.ENRL.VO	138	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.SEC.UNER.LO.FE.ZS	82	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.SEC.UNER.LO.MA.ZS	82	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.SEC.UNER.LO.ZS	107	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.TER.ENRR.FE	132	48	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.MPRM.ZS	93	21	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.MSEC.ZS	94	21	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.MTER.ZS	82	21	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.MTOT.ZS	86	21	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.PRIM.PC.ZS	106	22	2 or 3 levels	High variance	Regular size change	Spiky data change
wb-SE.XPD.SECO.PC.ZS	95	31	2 or 3 levels	High variance	Regular size change	Spiky data change
